density,mean_aspect_ratio,fraction_elongated,fraction_round,fraction_binary,mean_aspect_ratio_std,fraction_elongated_std,fraction_round_std,fraction_binary_std,n_realizations
0.4,2.511065549107143,0.8133919196428572,0.0845681696428571,0.10203991071428567,0.027146317196699746,0.0169256001127998,0.014611905535552154,0.0053176005064100645,64
0.5,2.388762852678571,0.7255050669642857,0.14690314732142856,0.1275917857142857,0.03626549570162508,0.021594315186917762,0.020201787654478748,0.005709523554209003,64
0.6,2.2682499642857143,0.6431853348214285,0.20886205357142854,0.14795261160714282,0.04645198867289042,0.025423363560365588,0.025741442176835674,0.005128965766297852,64
0.7,2.062614828125,0.5176259375,0.3226112499999999,0.15976281249999996,0.04096264327118493,0.02065906346428048,0.023847982917748426,0.007861699556726257,64
0.75,1.9400833169642857,0.44864388392857146,0.3914358258928571,0.1599202901785714,0.056975232739456545,0.028728491509137574,0.032159138116349434,0.00858476176959684,64
0.76,1.9235416406249999,0.43787421875,0.4001287723214285,0.16199700892857138,0.04519818135602859,0.023479345100558695,0.02482493352877199,0.007825482577144539,64
0.77,1.8879629285714286,0.4182997767857143,0.4205556026785714,0.16114462053571424,0.0537497035531832,0.02771257329985472,0.029175179764749596,0.0071202694409940905,64
0.78,1.8525543638392856,0.40006140625,0.44255441964285713,0.15738417410714284,0.053604878367721626,0.02738411195315728,0.02928481153159643,0.007487207530110484,64
0.79,1.8100243125,0.37721428571428567,0.4660056696428571,0.1567800446428571,0.07294411922793372,0.037033884702150376,0.039209057874036383,0.008060094480218303,64
0.8,1.7928797053571426,0.3672129241071428,0.4764720312499999,0.1563150446428571,0.06214744059313478,0.03136603840830305,0.03405790951176076,0.008538846004563502,64
0.81,1.7470959508928572,0.34299870535714283,0.5024705357142857,0.15453075892857138,0.07342991827286471,0.037986211873504656,0.03970779808793923,0.006595946296457874,64
0.82,1.734650638392857,0.33687066964285717,0.5122570535714286,0.15087227678571424,0.07516617331454033,0.03824334873643429,0.04093196705876678,0.0072869569155889855,64
0.83,1.6629881986607142,0.3003044642857142,0.5537602678571428,0.14593526785714284,0.08076380562290436,0.040113330269855633,0.045672454869905316,0.008842292417924306,64
0.84,1.6470869955357144,0.2920362723214286,0.5652511160714286,0.14271261160714283,0.08893230572475079,0.04375384635865756,0.050832630665996206,0.00981807166562112,64
0.85,1.6130145223214285,0.2742136160714286,0.5862372991071428,0.13954908482142853,0.11401572856718928,0.05521420067109451,0.06573055356962963,0.012634201591142305,64
0.855,1.4097900848214286,0.1817009151785714,0.7129943303571429,0.1053047544642857,0.2742297028955823,0.1253214552430727,0.17072405492915305,0.046852957227643176,64
0.858,1.2943724910714285,0.12956252232142856,0.7880466517857142,0.0823908258928571,0.28151496919359814,0.12734911713716981,0.17873719902944485,0.052074074602077754,64
0.86,1.2520947410714287,0.11040685267857142,0.8168185714285714,0.07277457589285709,0.28457974874364655,0.12822420444309682,0.18170087499180934,0.054305268445144765,64
0.862,1.2011186316964286,0.0871408482142857,0.8505602232142857,0.062298928571428526,0.25488008332116163,0.11330345168713483,0.16557989254683794,0.052700757321759724,64
0.865,1.1161186428571428,0.050168973214285706,0.9092873883928572,0.0405436383928571,0.23644377029114289,0.10606871065101474,0.15262058220323388,0.047098196635664245,64
0.87,1.0916185379464287,0.03964600446428571,0.92899640625,0.031357589285714235,0.20441739037841822,0.0914361863060375,0.13479313551941235,0.04385956631672378,64
0.88,1.00110040625,0.0,0.9940446875,0.0059553124999999815,0.000147157913103216,0.0,0.0007217856357453025,0.0007217856357452976,64
0.9,1.00017321875,0.0,0.99886609375,0.001133906249999972,4.009610231225237e-05,0.0,0.0002151457032132135,0.00021514570321321937,64
